,schedule_season,week,playoff,team_home,score_home,score_away,team_away,home_div,away_div,home_spread,game_home_margin,over_under_line,game_total,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,home_W,home_L,home_T,away_W,away_L,away_T,home_streak,away_streak,h_made_playoffs,h_last_year_w,a_made_playoffs,a_last_year_w,same_div,same_conf,hPF,hPA,aPF,aPA
1863,1995,16,1,20,44.0,10.0,8,3.0,3.0,2.5,34.0,42.0,54.0,20,0,72.0,0.0,0,1,7,7,0,8,6,0,2.0,-4.0,0,0,0,0,1,1,22,23,22,18
1864,1995,16,1,17,23.0,35.0,21,8.0,6.0,-3.5,-12.0,43.0,58.0,37,0,72.0,0.0,0,1,7,7,0,4,10,0,-1.0,-1.0,0,0,0,0,0,1,18,24,19,22
1865,1995,16,1,27,37.0,30.0,18,8.0,0.0,-13.5,7.0,48.0,67.0,26,0,50.0,8.0,76,0,10,4,0,8,6,0,5.0,2.0,0,0,0,0,0,0,28,14,25,22
1866,1995,17,1,6,10.0,7.0,9,1.0,1.0,-6.0,3.0,42.5,17.0,6,0,72.0,0.0,0,1,8,7,0,6,9,0,-1.0,-1.0,0,0,0,0,1,1,21,20,19,24
1867,1995,17,1,13,17.0,27.0,26,6.0,3.0,4.5,-10.0,38.5,44.0,13,0,34.0,15.0,64,0,5,10,0,8,7,0,-1.0,4.0,0,0,0,0,0,0,18,20,19,20
1868,1995,17,1,12,10.0,37.0,4,0.0,0.0,7.0,-27.0,42.0,47.0,12,0,48.0,11.0,65,0,7,8,0,9,6,0,-1.0,6.0,0,0,0,0,1,1,15,19,26,21
1869,1995,17,1,14,28.0,27.0,27,8.0,8.0,10.0,1.0,49.0,55.0,29,0,72.0,0.0,0,1,8,7,0,11,4,0,-1.0,6.0,0,0,0,0,1,1,22,21,28,15
1870,1995,17,1,0,17.0,28.0,16,1.0,5.0,-4.5,-11.0,37.0,45.0,0,0,25.0,8.0,89,0,10,5,0,6,9,0,2.0,1.0,0,0,0,0,0,1,22,20,21,20
1871,1995,17,1,1,20.0,14.0,19,0.0,6.0,-3.0,6.0,40.5,34.0,1,0,26.0,14.0,76,0,8,7,0,10,5,0,1.0,2.0,0,0,0,0,0,0,24,23,20,21
1872,1995,17,1,2,27.0,24.0,18,5.0,0.0,5.0,3.0,44.0,51.0,2,0,23.0,9.0,79,0,6,9,0,8,7,0,-1.0,-1.0,0,0,0,0,0,1,21,23,25,23
1873,1995,17,1,5,24.0,19.0,11,0.0,5.0,-3.5,5.0,42.0,43.0,5,0,22.0,10.0,84,0,10,5,0,11,4,0,1.0,8.0,0,0,0,0,0,1,25,19,25,20
1874,1995,17,1,28,24.0,21.0,15,5.0,5.0,4.0,3.0,39.5,45.0,33,0,41.0,11.0,48,0,3,12,0,5,10,0,-5.0,1.0,0,0,0,0,1,1,16,25,17,22
1875,1995,17,1,7,26.0,3.0,20,3.0,3.0,-6.5,23.0,40.0,29.0,7,0,25.0,10.0,79,0,12,3,0,8,7,0,1.0,3.0,0,0,0,0,1,1,22,15,24,22
1876,1995,17,1,25,0.0,12.0,10,1.0,8.0,2.5,-12.0,39.5,12.0,13,0,34.0,18.0,57,0,3,12,0,6,9,0,-3.0,-2.0,0,0,0,0,0,0,15,24,20,23
1877,1995,17,1,8,28.0,31.0,3,3.0,3.0,-5.0,-3.0,41.0,59.0,34,0,49.0,10.0,75,0,8,7,0,7,8,0,-5.0,-2.0,0,0,0,0,1,1,21,20,23,21
1878,1995,17,1,17,22.0,41.0,24,8.0,1.0,6.0,-19.0,45.0,63.0,37,0,72.0,0.0,0,1,7,8,0,8,7,0,-2.0,-1.0,0,0,0,0,0,0,19,25,23,20
1879,1995,17,1,21,20.0,17.0,29,6.0,8.0,-4.5,3.0,40.5,37.0,21,0,33.0,13.0,57,0,5,10,0,7,8,0,1.0,1.0,0,0,0,0,0,1,20,22,18,20
1880,1995,17,1,22,13.0,37.0,23,8.0,6.0,8.5,-24.0,41.5,50.0,31,0,56.0,10.0,37,0,4,11,0,11,4,0,-3.0,1.0,0,0,0,0,0,1,17,25,26,18
1881,1995,-1,2,0,37.0,22.0,24,1.0,1.0,-3.5,15.0,42.5,59.0,0,0,0.0,0.0,0,0,10,6,0,8,7,0,-1.0,-1.0,0,0,0,0,1,1,21,21,21,21
1882,1995,-1,2,19,58.0,37.0,4,6.0,0.0,3.0,21.0,42.0,95.0,19,0,0.0,0.0,0,0,10,6,0,9,6,0,-1.0,6.0,0,0,0,0,0,0,21,21,21,21
1883,1995,-1,2,5,37.0,20.0,14,0.0,8.0,-9.5,17.0,44.0,57.0,5,0,0.0,0.0,0,0,12,5,0,8,7,0,3.0,-1.0,0,0,0,0,0,0,21,21,21,21
1884,1995,-1,2,26,20.0,35.0,6,3.0,1.0,-5.5,-15.0,40.0,55.0,25,0,0.0,0.0,0,0,8,7,0,10,7,0,4.0,2.0,0,0,0,0,0,1,21,21,21,21
1885,1995,-1,3,11,40.0,21.0,0,5.0,1.0,-6.0,19.0,42.0,61.0,11,0,0.0,0.0,0,0,12,5,0,10,6,0,1.0,-1.0,0,0,0,0,0,1,21,21,21,21
1886,1995,-1,3,27,17.0,27.0,5,8.0,0.0,-9.5,-10.0,52.0,44.0,26,0,0.0,0.0,0,0,11,4,0,12,5,0,6.0,3.0,0,0,0,0,0,0,21,21,21,21
1887,1995,-1,3,23,30.0,11.0,19,6.0,6.0,-13.5,19.0,45.5,41.0,23,0,0.0,0.0,0,0,13,4,0,10,6,0,3.0,-1.0,0,0,0,0,1,1,21,21,21,21
1888,1995,-1,3,7,7.0,10.0,6,3.0,1.0,-8.0,-3.0,41.5,17.0,7,0,0.0,0.0,0,0,12,3,0,10,7,0,1.0,2.0,0,0,0,0,0,1,21,21,21,21
1889,1995,-1,4,23,38.0,27.0,5,6.0,0.0,-9.0,11.0,50.5,65.0,23,0,0.0,0.0,0,0,13,4,0,12,5,0,3.0,3.0,0,0,0,0,0,0,21,21,21,21
1890,1995,-1,4,11,20.0,16.0,6,5.0,1.0,-11.0,4.0,43.0,36.0,11,0,0.0,0.0,0,0,12,5,0,10,7,0,1.0,2.0,0,0,0,0,0,1,21,21,21,21
1891,1995,-1,5,23,27.0,17.0,11,6.0,5.0,-13.5,10.0,51.0,44.0,22,1,68.0,0.0,0,0,13,4,0,12,5,0,3.0,1.0,0,0,0,0,0,0,21,21,21,21
1892,1996,1,1,30,19.0,14.0,8,5.0,3.0,-1.0,5.0,40.0,33.0,38,0,71.0,5.0,70,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,21,21,21,21
1893,1996,1,1,29,29.0,6.0,14,8.0,8.0,3.0,23.0,41.0,35.0,39,0,72.0,6.0,65,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1894,1996,1,1,3,31.0,6.0,25,3.0,1.0,-8.0,25.0,42.0,37.0,3,0,74.0,14.0,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,21,21,21,21
1895,1996,1,1,16,19.0,20.0,7,5.0,3.0,4.0,-1.0,38.0,39.0,16,0,72.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,21,21,21,21
1896,1996,1,1,6,20.0,13.0,22,1.0,8.0,-8.5,7.0,38.0,33.0,6,0,72.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,21,21,21,21
1897,1996,1,1,28,24.0,9.0,11,5.0,5.0,4.5,15.0,38.0,33.0,33,0,78.0,8.0,86,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1898,1996,1,1,24,24.0,10.0,9,1.0,1.0,-3.0,14.0,43.5,34.0,24,0,85.0,7.0,69,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1899,1996,1,1,18,17.0,13.0,4,0.0,0.0,-2.5,4.0,46.0,30.0,18,0,72.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1900,1996,1,1,13,20.0,23.0,0,6.0,1.0,3.5,-3.0,39.5,43.0,13,0,72.0,9.0,72,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,21,21,21,21
1901,1996,1,1,26,29.0,7.0,20,3.0,3.0,-4.5,22.0,39.0,36.0,25,0,74.0,7.0,80,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1902,1996,1,1,27,27.0,11.0,10,8.0,8.0,-12.0,16.0,45.0,38.0,26,0,61.0,12.0,79,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1903,1996,1,1,17,26.0,16.0,2,8.0,5.0,-3.0,10.0,44.0,42.0,37,0,72.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,21,21,21,21
1904,1996,1,1,12,3.0,34.0,5,0.0,0.0,6.0,-31.0,39.5,37.0,12,0,81.0,6.0,82,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1905,1996,1,1,21,14.0,17.0,19,6.0,6.0,-1.5,-3.0,40.5,31.0,21,0,76.0,9.0,65,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,21,21,21,21
1906,1996,1,1,1,22.0,6.0,23,0.0,6.0,2.5,16.0,43.0,28.0,1,0,72.0,7.0,69,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,21,21,21,21
1907,1996,2,1,22,10.0,38.0,24,8.0,1.0,6.0,-28.0,39.0,48.0,31,0,90.0,6.0,39,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,13,20,24,10
1908,1996,2,1,14,17.0,23.0,18,8.0,0.0,-4.0,-6.0,46.0,40.0,29,0,72.0,0.0,0,1,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,6,29,17,13
1909,1996,2,1,0,17.0,10.0,9,1.0,1.0,-4.5,7.0,41.5,27.0,0,0,67.0,17.0,91,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,1,1,23,20,10,24
1910,1996,2,1,23,27.0,0.0,13,6.0,6.0,-10.0,27.0,38.0,27.0,23,0,81.0,9.0,67,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,1,1,6,22,20,23
1911,1996,2,1,4,21.0,6.0,12,0.0,0.0,-11.0,15.0,42.0,27.0,4,0,72.0,0.0,0,1,0,1,0,0,1,0,0.0,0.0,0,0,0,0,1,1,13,17,3,34
1912,1996,2,1,28,27.0,34.0,16,5.0,5.0,-2.5,-7.0,39.0,61.0,33,0,82.0,8.0,74,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,1,1,24,9,19,20
1913,1996,2,1,7,19.0,3.0,8,3.0,3.0,-6.5,16.0,38.0,22.0,7,0,72.0,8.0,86,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,1,1,20,19,14,19
1914,1996,2,1,10,20.0,22.0,29,8.0,8.0,-3.0,-2.0,40.5,42.0,10,0,72.0,0.0,0,1,0,1,0,1,0,0,0.0,0.0,0,0,0,0,1,1,11,27,29,6
1915,1996,2,1,25,7.0,21.0,6,1.0,1.0,4.5,-14.0,38.0,28.0,13,0,74.0,12.0,91,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,1,1,6,31,20,13
1916,1996,2,1,11,31.0,17.0,30,5.0,5.0,-4.0,14.0,37.5,48.0,11,0,71.0,8.0,78,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,1,1,9,24,19,14
1917,1996,2,1,26,27.0,14.0,2,3.0,5.0,-6.5,13.0,41.0,41.0,25,0,74.0,9.0,76,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,29,7,16,26
1918,1996,2,1,27,34.0,0.0,17,8.0,8.0,-12.5,34.0,44.0,34.0,26,0,67.0,13.0,55,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,1,1,27,11,26,16
1919,1996,2,1,20,20.0,30.0,3,3.0,3.0,2.0,-10.0,41.5,50.0,20,0,72.0,0.0,0,1,0,1,0,1,0,0,0.0,0.0,0,0,0,0,1,1,7,29,31,6
1920,1996,2,1,21,10.0,3.0,1,6.0,0.0,-0.0,7.0,43.5,13.0,21,0,77.0,9.0,80,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,14,17,22,6
1921,1996,2,1,5,39.0,13.0,19,0.0,6.0,-7.5,26.0,40.0,52.0,5,0,65.0,8.0,88,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,34,3,17,14
1922,1996,3,1,1,14.0,20.0,18,0.0,0.0,-3.5,-6.0,42.5,34.0,1,0,60.0,7.0,74,0,1,1,0,2,0,0,-1.0,0.0,0,0,0,0,1,1,12,8,20,15
1923,1996,3,1,2,30.0,15.0,10,5.0,8.0,-3.0,15.0,42.5,45.0,2,0,57.0,6.0,65,0,0,2,0,0,2,0,0.0,0.0,0,0,0,0,0,0,15,26,15,24
1924,1996,3,1,23,24.0,25.0,6,6.0,1.0,-9.5,-1.0,38.5,49.0,23,0,78.0,15.0,76,0,1,1,0,2,0,0,1.0,0.0,0,0,0,0,0,0,16,11,20,10
1925,1996,3,1,3,27.0,23.0,12,3.0,0.0,-13.0,4.0,40.5,50.0,3,0,59.0,9.0,72,0,2,0,0,0,2,0,0.0,0.0,0,0,0,0,0,1,30,13,4,27
1926,1996,3,1,5,42.0,10.0,26,0.0,3.0,-8.5,32.0,44.0,52.0,5,0,55.0,9.0,80,0,2,0,0,2,0,0,0.0,0.0,0,0,0,0,0,1,36,8,28,10
1927,1996,3,1,16,29.0,13.0,30,5.0,5.0,-3.5,16.0,40.0,42.0,16,0,72.0,0.0,0,1,1,1,0,1,1,0,1.0,-1.0,0,0,0,0,1,1,26,23,18,22
1928,1996,3,1,24,36.0,27.0,25,1.0,1.0,-12.5,9.0,39.5,63.0,24,0,83.0,8.0,68,0,2,0,0,0,2,0,0.0,0.0,0,0,0,0,1,1,31,10,6,26
1929,1996,3,1,9,31.0,0.0,22,1.0,8.0,-10.0,31.0,39.5,31.0,9,0,64.0,11.0,68,0,0,2,0,0,2,0,0.0,0.0,0,0,0,0,0,0,10,20,11,29
1930,1996,3,1,13,10.0,31.0,21,6.0,6.0,1.0,-21.0,38.5,41.0,13,0,68.0,10.0,53,0,0,2,0,1,1,0,0.0,1.0,0,0,0,0,1,1,10,25,12,10
1931,1996,3,1,8,17.0,3.0,28,3.0,5.0,-6.5,14.0,39.0,20.0,34,0,64.0,12.0,87,0,0,2,0,1,1,0,0.0,-1.0,0,0,0,0,0,1,8,19,25,21
1932,1996,3,1,19,24.0,17.0,4,6.0,0.0,-1.5,7.0,42.5,41.0,19,0,65.0,9.0,63,0,1,1,0,1,1,0,-1.0,1.0,0,0,0,0,0,0,15,26,17,11
1933,1996,3,1,20,17.0,35.0,7,3.0,3.0,3.5,-18.0,38.5,52.0,20,0,72.0,0.0,0,1,0,2,0,2,0,0,0.0,0.0,0,0,0,0,1,1,13,29,19,11
1934,1996,3,1,11,24.0,6.0,0,5.0,1.0,-2.0,18.0,40.0,30.0,11,0,57.0,6.0,91,0,1,1,0,2,0,0,1.0,0.0,0,0,0,0,0,1,20,20,20,15
1935,1996,4,1,14,18.0,33.0,19,8.0,6.0,-2.0,-15.0,43.0,51.0,29,0,72.0,0.0,0,1,0,3,0,2,1,0,0.0,1.0,0,0,0,0,0,1,11,26,18,23
1936,1996,4,1,0,10.0,7.0,23,1.0,6.0,2.5,3.0,42.0,17.0,0,0,60.0,12.0,82,0,2,1,0,1,2,0,-1.0,-1.0,0,0,0,0,0,0,15,18,19,15
1937,1996,4,1,29,23.0,7.0,27,8.0,8.0,9.0,16.0,42.0,30.0,39,0,69.0,8.0,67,0,3,0,0,2,1,0,0.0,-1.0,0,0,0,0,1,1,25,13,30,5
1938,1996,4,1,4,35.0,16.0,1,0.0,0.0,-4.5,19.0,42.0,51.0,4,0,72.0,0.0,0,1,1,2,0,1,2,0,-1.0,-2.0,0,0,0,0,1,1,17,15,13,12
1939,1996,4,1,7,17.0,14.0,3,3.0,3.0,-5.0,3.0,40.5,31.0,7,0,67.0,8.0,67,0,3,0,0,3,0,0,0.0,0.0,0,0,0,0,1,1,24,13,29,16
1940,1996,4,1,18,30.0,21.0,5,0.0,0.0,6.5,9.0,44.5,51.0,18,0,72.0,0.0,0,1,3,0,0,3,0,0,0.0,0.0,0,0,0,0,1,1,20,14,38,8
1941,1996,4,1,9,28.0,25.0,28,1.0,5.0,-8.0,3.0,39.0,53.0,9,0,63.0,10.0,81,0,1,2,0,1,2,0,1.0,-2.0,0,0,0,0,0,1,17,13,18,20
1942,1996,4,1,10,14.0,28.0,22,8.0,8.0,-7.5,-14.0,39.0,42.0,10,0,72.0,0.0,0,1,0,3,0,0,3,0,0.0,0.0,0,0,0,0,1,1,15,26,7,29
1943,1996,4,1,25,6.0,13.0,13,1.0,6.0,-2.0,-7.0,37.0,19.0,13,0,66.0,11.0,85,0,0,3,0,0,3,0,0.0,0.0,0,0,0,0,0,0,13,29,10,27
1944,1996,4,1,8,34.0,40.0,26,3.0,3.0,-3.0,-6.0,38.5,74.0,34,0,62.0,11.0,74,0,1,2,0,2,1,0,1.0,-1.0,0,0,0,0,1,1,11,13,22,21
1945,1996,4,1,17,10.0,17.0,21,8.0,6.0,-2.0,-7.0,40.5,27.0,37,0,72.0,0.0,0,1,1,2,0,2,1,0,-2.0,2.0,0,0,0,0,0,1,13,25,18,10
1946,1996,4,1,12,13.0,17.0,20,0.0,3.0,2.0,-4.0,38.0,30.0,12,0,78.0,11.0,89,0,0,3,0,0,3,0,0.0,0.0,0,0,0,0,0,1,10,27,14,31
1947,1996,4,1,6,10.0,6.0,24,1.0,1.0,-2.5,4.0,42.0,16.0,6,0,72.0,0.0,0,1,3,0,0,3,0,0,0.0,0.0,0,0,0,0,1,1,22,14,32,15
1948,1996,5,1,22,31.0,28.0,17,8.0,8.0,-1.0,3.0,38.5,59.0,31,0,83.0,4.0,19,0,1,3,0,1,2,0,1.0,0.0,0,0,0,0,1,1,12,25,12,22
1949,1996,5,1,30,17.0,10.0,10,5.0,8.0,-6.0,7.0,41.0,27.0,38,0,60.0,6.0,81,0,2,2,0,0,4,0,1.0,0.0,0,0,0,0,0,0,16,24,15,26
1950,1996,5,1,1,19.0,17.0,8,0.0,3.0,-2.0,2.0,38.0,36.0,1,0,56.0,8.0,74,0,1,3,0,1,3,0,-3.0,-1.0,0,0,0,0,0,1,13,17,17,20
1951,1996,5,1,2,10.0,14.0,3,5.0,3.0,3.0,-4.0,43.0,24.0,2,0,55.0,6.0,73,0,1,3,0,3,1,0,-1.0,-1.0,0,0,0,0,0,1,20,22,25,16
1952,1996,5,1,28,24.0,14.0,29,5.0,8.0,2.5,10.0,39.0,38.0,33,0,81.0,8.0,75,0,1,3,0,3,0,0,-3.0,0.0,0,0,0,0,0,0,19,22,24,11
1953,1996,5,1,13,15.0,10.0,18,6.0,0.0,5.5,5.0,38.0,25.0,13,0,64.0,14.0,77,0,1,3,0,4,0,0,1.0,0.0,0,0,0,0,0,0,10,21,22,16
1954,1996,5,1,11,30.0,16.0,16,5.0,5.0,-5.5,14.0,39.0,46.0,11,0,53.0,8.0,81,0,3,1,0,2,2,0,3.0,-1.0,0,0,0,0,1,1,21,15,27,20
1955,1996,5,1,26,22.0,19.0,7,3.0,3.0,-2.0,3.0,38.5,41.0,25,0,66.0,8.0,86,0,3,1,0,4,0,0,1.0,0.0,0,0,0,0,1,1,26,24,22,13
1956,1996,5,1,27,39.0,17.0,14,8.0,8.0,-13.0,22.0,43.0,56.0,26,0,56.0,16.0,88,0,2,1,0,0,3,0,0.0,0.0,0,0,0,0,1,1,22,11,13,28
1957,1996,5,1,20,10.0,31.0,5,3.0,0.0,9.5,-21.0,43.0,41.0,20,0,72.0,0.0,0,1,1,3,0,3,1,0,1.0,-1.0,0,0,0,0,0,1,15,26,34,14
1958,1996,5,1,12,0.0,27.0,4,0.0,0.0,6.5,-27.0,40.0,27.0,12,0,81.0,9.0,79,0,0,4,0,2,2,0,0.0,1.0,0,0,0,0,1,1,11,24,21,15
1959,1996,5,1,21,31.0,16.0,25,6.0,1.0,-8.5,15.0,38.5,47.0,21,0,62.0,10.0,76,0,3,1,0,0,4,0,3.0,0.0,0,0,0,0,0,0,18,10,11,25
1960,1996,5,1,19,19.0,23.0,23,6.0,6.0,-2.5,-4.0,38.0,42.0,19,0,62.0,8.0,67,0,3,1,0,1,3,0,2.0,-2.0,0,0,0,0,1,1,21,22,16,14
1961,1996,6,1,30,38.0,46.0,9,5.0,1.0,2.0,-8.0,39.0,84.0,38,0,50.0,5.0,76,0,2,2,0,3,2,0,0.0,3.0,0,0,0,0,0,1,16,21,19,16
1962,1996,6,1,0,16.0,13.0,6,1.0,1.0,-3.5,3.0,38.0,29.0,0,0,52.0,8.0,60,0,4,1,0,4,1,0,2.0,-1.0,0,0,0,0,1,1,14,15,19,12
1963,1996,6,1,1,6.0,37.0,5,0.0,0.0,7.5,-31.0,42.0,43.0,1,0,61.0,11.0,77,0,2,3,0,4,1,0,1.0,1.0,0,0,0,0,1,1,14,17,33,13
1964,1996,6,1,2,27.0,30.0,16,5.0,5.0,-1.0,-3.0,42.0,57.0,2,0,59.0,5.0,67,0,1,3,0,2,2,0,0.0,0.0,0,0,0,0,1,1,17,20,24,22
1965,1996,6,1,3,28.0,17.0,26,3.0,3.0,-3.5,11.0,42.0,45.0,3,0,60.0,9.0,44,0,4,1,0,4,1,0,1.0,2.0,0,0,0,0,1,1,23,15,25,23
1966,1996,6,1,4,28.0,24.0,14,0.0,8.0,-10.0,4.0,44.0,52.0,4,0,72.0,0.0,0,1,3,2,0,0,4,0,2.0,-1.0,0,0,0,0,0,0,22,12,14,31
1967,1996,6,1,24,15.0,22.0,20,1.0,3.0,-7.5,-7.0,39.0,37.0,24,0,78.0,8.0,82,0,3,2,0,1,4,0,-2.0,-1.0,0,0,0,0,0,1,26,14,14,27
1968,1996,6,1,18,14.0,12.0,29,0.0,8.0,-6.0,2.0,39.5,26.0,18,0,72.0,0.0,0,1,4,1,0,3,1,0,-1.0,-1.0,0,0,0,0,0,0,20,16,22,14
1969,1996,6,1,10,17.0,13.0,28,8.0,5.0,-2.0,4.0,40.5,30.0,10,0,72.0,0.0,0,1,0,5,0,2,3,0,0.0,1.0,0,0,0,0,0,0,14,24,20,20
1970,1996,6,1,25,13.0,34.0,8,1.0,3.0,3.5,-21.0,38.0,47.0,13,0,53.0,10.0,65,0,0,5,0,1,4,0,0.0,-2.0,0,0,0,0,0,1,12,26,17,20
1971,1996,6,1,17,11.0,28.0,27,8.0,8.0,10.5,-17.0,43.0,39.0,37,0,72.0,0.0,0,1,1,3,0,3,1,0,-1.0,1.0,0,0,0,0,1,1,16,24,26,12
1972,1996,6,1,7,7.0,17.0,11,3.0,5.0,-4.0,-10.0,38.0,24.0,7,0,59.0,10.0,91,0,4,1,0,3,1,0,-1.0,0.0,0,0,0,0,0,1,22,15,23,15
1973,1996,7,1,14,13.0,23.0,16,8.0,5.0,-1.5,-10.0,44.5,36.0,29,0,72.0,0.0,0,1,0,5,0,3,2,0,-2.0,1.0,0,0,0,0,0,0,16,30,25,23
1974,1996,7,1,0,7.0,21.0,24,1.0,1.0,-6.5,-14.0,36.5,28.0,0,0,59.0,16.0,64,0,4,1,0,3,2,0,0.0,0.0,0,0,0,0,1,1,14,14,23,15
1975,1996,7,1,29,45.0,13.0,17,8.0,8.0,-7.0,32.0,38.5,58.0,39,0,56.0,3.0,63,0,3,2,0,1,4,0,-2.0,-2.0,0,0,0,0,1,1,20,14,15,25
1976,1996,7,1,23,17.0,3.0,22,6.0,8.0,-14.5,14.0,41.0,20.0,23,0,71.0,13.0,56,0,3,3,0,2,4,0,2.0,-1.0,0,0,0,0,0,1,17,15,16,26
1977,1996,7,1,6,26.0,21.0,30,1.0,5.0,-9.0,5.0,39.0,47.0,6,0,72.0,0.0,0,1,4,1,0,2,3,0,0.0,-1.0,0,0,0,0,0,1,17,13,20,26
1978,1996,7,1,28,21.0,17.0,25,5.0,1.0,-7.5,4.0,38.5,38.0,33,0,72.0,15.0,68,0,2,4,0,0,6,0,-1.0,0.0,0,0,0,0,0,1,19,19,12,27
1979,1996,7,1,9,22.0,27.0,21,1.0,6.0,-4.5,-5.0,41.0,49.0,9,0,53.0,8.0,61,0,3,2,0,5,1,0,0.0,5.0,0,0,0,0,0,0,25,20,20,11
1980,1996,7,1,10,27.0,24.0,1,8.0,0.0,-1.0,3.0,40.0,51.0,10,0,72.0,0.0,0,1,1,5,0,2,4,0,1.0,-1.0,0,0,0,0,0,0,14,22,13,20
1981,1996,7,1,13,10.0,19.0,19,6.0,6.0,3.0,-9.0,36.5,29.0,13,0,57.0,9.0,68,0,2,4,0,4,2,0,-1.0,1.0,0,0,0,0,1,1,11,19,21,22
1982,1996,7,1,8,37.0,21.0,4,3.0,0.0,-1.0,16.0,41.5,58.0,34,0,62.0,9.0,83,0,2,4,0,4,2,0,1.0,3.0,0,0,0,0,0,1,19,18,23,14
1983,1996,7,1,11,20.0,10.0,2,5.0,5.0,-10.0,10.0,41.0,30.0,11,0,58.0,9.0,60,0,4,1,0,1,4,0,1.0,-1.0,0,0,0,0,1,1,22,14,19,22
1984,1996,7,1,12,24.0,13.0,18,0.0,0.0,6.5,11.0,37.5,37.0,12,0,73.0,12.0,71,0,1,5,0,5,1,0,1.0,1.0,0,0,0,0,1,1,9,25,19,15
1985,1996,7,1,5,23.0,20.0,27,0.0,8.0,-5.5,3.0,45.5,43.0,5,0,47.0,12.0,77,0,5,1,0,4,1,0,2.0,2.0,0,0,0,0,0,0,34,12,27,12
1986,1996,8,1,7,34.0,16.0,20,3.0,3.0,-9.0,18.0,39.0,50.0,7,0,62.0,19.0,68,0,5,2,0,2,5,0,1.0,-1.0,0,0,0,0,1,1,19,15,15,25
1987,1996,8,1,22,13.0,9.0,12,8.0,0.0,-3.0,4.0,36.0,22.0,31,0,73.0,13.0,31,0,2,4,0,1,5,0,0.0,0.0,0,0,0,0,0,0,14,24,11,23
1988,1996,8,1,29,19.0,7.0,10,8.0,8.0,-7.0,12.0,39.5,26.0,39,0,52.0,6.0,40,0,4,2,0,2,5,0,1.0,2.0,0,0,0,0,1,1,24,14,16,23
1989,1996,8,1,23,32.0,28.0,14,6.0,8.0,-15.0,4.0,43.0,60.0,23,0,70.0,17.0,63,0,3,3,0,0,6,0,0.0,-3.0,0,0,0,0,0,1,17,13,15,29
1990,1996,8,1,3,45.0,34.0,30,3.0,5.0,-11.0,11.0,44.0,79.0,3,0,41.0,14.0,57,0,6,1,0,2,4,0,3.0,-2.0,0,0,0,0,0,1,24,15,20,26
1991,1996,8,1,16,23.0,13.0,11,5.0,5.0,1.0,10.0,39.0,36.0,16,0,72.0,0.0,0,1,4,2,0,5,1,0,2.0,2.0,0,0,0,0,1,1,25,21,21,13
1992,1996,8,1,6,9.0,27.0,9,1.0,1.0,-3.5,-18.0,41.5,36.0,6,0,72.0,0.0,0,1,5,1,0,3,3,0,1.0,-1.0,0,0,0,0,1,1,19,14,24,21
1993,1996,8,1,25,22.0,25.0,0,1.0,1.0,7.0,-3.0,37.5,47.0,13,0,54.0,10.0,81,0,0,7,0,4,2,0,0.0,-1.0,0,0,0,0,1,1,13,26,13,15
1994,1996,8,1,19,35.0,28.0,24,6.0,1.0,-2.5,7.0,37.0,63.0,19,0,49.0,9.0,82,0,4,2,0,4,2,0,0.0,1.0,0,0,0,0,0,0,20,20,23,14
1995,1996,8,1,27,28.0,21.0,2,8.0,5.0,-14.5,7.0,43.0,49.0,26,0,54.0,16.0,63,0,4,2,0,1,5,0,-1.0,-2.0,0,0,0,0,0,0,25,14,17,22
